method,halton,num variables,8,num samples,1000,seed,
0.104,0.5102040816326531,0.08641975308641975,0.2041522491349481,0.703125,0.5290858725761773,0.2644628099173554,0.5502958579881657
0.704,0.7959183673469388,0.41975308641975306,0.08650519031141868,0.453125,0.8448753462603878,0.17355371900826447,0.9349112426035503
0.304,0.22448979591836735,0.7530864197530864,0.1453287197231834,0.953125,0.16066481994459833,0.71900826446281,0.24260355029585798
0.904,0.6530612244897959,0.19753086419753085,0.615916955017301,0.046875,0.9501385041551247,0.9917355371900827,0.7810650887573964
0.504,0.0058309037900874635,0.5308641975308642,0.7923875432525952,0.546875,0.6869806094182825,0.35537190082644626,0.31952662721893493
0.008,0.2915451895043732,0.8641975308641975,0.8512110726643599,0.296875,0.47645429362880887,0.9008264462809917,0.7041420118343196
0.608,0.8629737609329446,0.30864197530864196,0.020761245674740483,0.796875,0.8975069252077562,0.4462809917355372,0.8579881656804734
0.208,0.43440233236151604,0.6419753086419753,0.6678200692041523,0.171875,0.7922437673130194,0.628099173553719,0.03550295857988166
0.808,0.7201166180758017,0.9753086419753086,0.4913494809688581,0.671875,0.2659279778393352,0.5371900826446281,0.42011834319526625
0.408,0.14868804664723032,0.024691358024691357,0.3737024221453287,0.421875,0.3185595567867036,0.8099173553719008,0.650887573964497
0.128,0.577259475218659,0.35802469135802467,0.903114186851211,0.921875,0.10803324099722991,0.024793388429752067,0.1893491124260355
0.728,0.04664723032069971,0.691358024691358,0.726643598615917,0.109375,0.5817174515235457,0.2066115702479339,0.4970414201183432
0.328,0.3323615160349854,0.13580246913580246,0.43252595155709345,0.609375,0.0332409972299169,0.11570247933884298,0.11242603550295859
0.928,0.9037900874635568,0.4691358024691358,0.5501730103806228,0.359375,0.7700831024930748,0.6611570247933884,0.5739644970414202
0.528,0.4752186588921283,0.8024691358024691,0.9619377162629758,0.859375,0.08587257617728532,0.9338842975206612,0.9585798816568047
0.048,0.760932944606414,0.24691358024691357,0.2560553633217993,0.234375,0.6648199445983379,0.2975206611570248,0.26627218934911245
0.648,0.18950437317784258,0.5802469135802469,0.314878892733564,0.734375,0.45429362880886426,0.8429752066115702,0.8047337278106509
0.248,0.6180758017492711,0.9135802469135802,0.1972318339100346,0.484375,0.24376731301939059,0.3884297520661157,0.3431952662721893
0.848,0.1282798833819242,0.06172839506172839,0.07958477508650519,0.984375,0.40166204986149584,0.5702479338842975,0.727810650887574
0.448,0.4139941690962099,0.3950617283950617,0.1384083044982699,0.0078125,0.5595567867036011,0.4793388429752066,0.8816568047337278
0.168,0.9854227405247813,0.7283950617283951,0.6089965397923875,0.5078125,0.8753462603878116,0.7520661157024794,0.005917159763313609
0.768,0.5568513119533528,0.1728395061728395,0.7854671280276817,0.2578125,0.19113573407202217,0.0743801652892562,0.3905325443786982
0.368,0.8425655976676385,0.5061728395061729,0.8442906574394463,0.7578125,0.9806094182825484,0.256198347107438,0.621301775147929
0.968,0.27113702623906705,0.8395061728395061,0.05190311418685121,0.1328125,0.7174515235457064,0.1652892561983471,0.15976331360946747
0.568,0.6997084548104956,0.2839506172839506,0.698961937716263,0.6328125,0.5069252077562327,0.7107438016528925,0.46745562130177515
0.088,0.06705539358600583,0.6172839506172839,0.5224913494809689,0.3828125,0.9279778393351801,0.9834710743801653,0.08284023668639054
0.688,0.35276967930029157,0.9506172839506173,0.40484429065743943,0.8828125,0.8227146814404432,0.34710743801652894,0.5443786982248521
0.288,0.924198250728863,0.09876543209876543,0.9342560553633218,0.0703125,0.296398891966759,0.8925619834710744,0.9289940828402367
0.888,0.4956268221574344,0.43209876543209874,0.7577854671280276,0.5703125,0.3490304709141274,0.4380165289256198,0.23668639053254437
0.488,0.7813411078717201,0.7654320987654321,0.46366782006920415,0.3203125,0.13850415512465375,0.6198347107438017,0.7751479289940828
0.032,0.2099125364431487,0.20987654320987653,0.5813148788927336,0.8203125,0.6121883656509696,0.5289256198347108,0.3136094674556213
0.632,0.6384839650145773,0.5432098765432098,0.9930795847750865,0.1953125,0.0221606648199446,0.8016528925619835,0.6982248520710059
0.232,0.10787172011661808,0.8765432098765432,0.28719723183391005,0.6953125,0.7590027700831025,0.03305785123966942,0.8520710059171598
0.832,0.3935860058309038,0.32098765432098764,0.3460207612456747,0.4453125,0.07479224376731301,0.21487603305785125,0.04142011834319527
0.432,0.9650145772594753,0.654320987654321,0.22837370242214533,0.9453125,0.6537396121883656,0.12396694214876033,0.4260355029585799
0.152,0.5364431486880467,0.9876543209876543,0.11072664359861592,0.0390625,0.44321329639889195,0.6694214876033058,0.6568047337278107
0.752,0.8221574344023324,0.00411522633744856,0.1695501730103806,0.5390625,0.23268698060941828,0.9421487603305785,0.1952662721893491
0.352,0.25072886297376096,0.3374485596707819,0.6401384083044983,0.2890625,0.39058171745152354,0.30578512396694213,0.5029585798816568
0.952,0.6793002915451894,0.6707818930041153,0.8166089965397924,0.7890625,0.5484764542936288,0.8512396694214877,0.11834319526627218
0.552,0.026239067055393587,0.11522633744855967,0.8754325259515571,0.1640625,0.8642659279778393,0.39669421487603307,0.5798816568047337
0.072,0.3119533527696793,0.448559670781893,0.04152249134948097,0.6640625,0.18005540166204986,0.5785123966942148,0.9644970414201184
0.672,0.8833819241982507,0.7818930041152263,0.6885813148788927,0.4140625,0.9695290858725761,0.48760330578512395,0.27218934911242604
0.272,0.45481049562682213,0.22633744855967078,0.5121107266435986,0.9140625,0.7063711911357341,0.7603305785123967,0.8106508875739645
0.872,0.7405247813411079,0.5596707818930041,0.3944636678200692,0.1015625,0.49584487534626037,0.049586776859504134,0.34911242603550297
0.472,0.16909620991253643,0.8930041152263375,0.9238754325259516,0.6015625,0.9168975069252078,0.23140495867768596,0.7337278106508875
0.192,0.597667638483965,0.0411522633744856,0.7474048442906575,0.3515625,0.8116343490304709,0.14049586776859505,0.8875739644970414
0.792,0.08746355685131195,0.37448559670781895,0.4532871972318339,0.8515625,0.2853185595567867,0.6859504132231405,0.07100591715976332
0.392,0.37317784256559766,0.7078189300411523,0.5709342560553633,0.2265625,0.3379501385041551,0.9586776859504132,0.4556213017751479
0.992,0.9446064139941691,0.1522633744855967,0.9826989619377162,0.7265625,0.12742382271468145,0.32231404958677684,0.6863905325443787
0.592,0.5160349854227405,0.48559670781893005,0.2768166089965398,0.4765625,0.6011080332409973,0.8677685950413223,0.22485207100591717
0.112,0.8017492711370262,0.8189300411522634,0.3356401384083045,0.9765625,0.0110803324099723,0.4132231404958678,0.5325443786982249
0.712,0.2303206997084548,0.26337448559670784,0.2179930795847751,0.0234375,0.7479224376731302,0.5950413223140496,0.14792899408284024
0.312,0.6588921282798834,0.5967078189300411,0.10034602076124567,0.5234375,0.06371191135734072,0.5041322314049587,0.6094674556213018
0.912,0.01749271137026239,0.9300411522633745,0.15916955017301038,0.2734375,0.6426592797783933,0.7768595041322314,0.9940828402366864
0.512,0.3032069970845481,0.07818930041152264,0.629757785467128,0.7734375,0.43213296398891965,0.04132231404958678,0.30177514792899407
0.016,0.8746355685131195,0.411522633744856,0.8062283737024222,0.1484375,0.22160664819944598,0.2231404958677686,0.8402366863905325
0.616,0.446064139941691,0.7448559670781894,0.8650519031141869,0.6484375,0.37950138504155123,0.1322314049586777,0.378698224852071
0.216,0.7317784256559767,0.18930041152263374,0.02422145328719723,0.3984375,0.5373961218836565,0.6776859504132231,0.7633136094674556
0.816,0.16034985422740525,0.522633744855967,0.671280276816609,0.8984375,0.853185595567867,0.9504132231404959,0.9171597633136095
0.416,0.5889212827988338,0.8559670781893004,0.49480968858131485,0.0859375,0.16897506925207756,0.3140495867768595,0.01775147928994083
0.136,0.05830903790087463,0.3004115226337449,0.3771626297577855,0.5859375,0.9584487534626038,0.859504132231405,0.40236686390532544
0.736,0.34402332361516036,0.6337448559670782,0.9065743944636678,0.3359375,0.6952908587257618,0.4049586776859504,0.6331360946745562
0.336,0.9154518950437318,0.9670781893004116,0.7301038062283737,0.8359375,0.48476454293628807,0.5867768595041323,0.17159763313609466
0.936,0.4868804664723032,0.01646090534979424,0.4359861591695502,0.2109375,0.9058171745152355,0.49586776859504134,0.47928994082840237
0.536,0.7725947521865889,0.3497942386831276,0.5536332179930796,0.7109375,0.8005540166204986,0.768595041322314,0.09467455621301775
0.056,0.20116618075801748,0.6831275720164609,0.9653979238754326,0.4609375,0.2742382271468144,0.06611570247933884,0.5562130177514792
0.656,0.6297376093294461,0.12757201646090535,0.25951557093425603,0.9609375,0.3268698060941828,0.24793388429752067,0.9408284023668639
0.256,0.13994169096209913,0.4609053497942387,0.31833910034602075,0.0546875,0.11634349030470914,0.15702479338842976,0.2485207100591716
0.856,0.42565597667638483,0.7942386831275721,0.20069204152249134,0.5546875,0.590027700831025,0.7024793388429752,0.7869822485207101
0.456,0.9970845481049563,0.23868312757201646,0.08304498269896193,0.3046875,0.019390581717451522,0.9752066115702479,0.3254437869822485
0.176,0.5685131195335277,0.5720164609053497,0.14186851211072665,0.8046875,0.7562326869806094,0.33884297520661155,0.7100591715976331
0.776,0.8542274052478134,0.9053497942386831,0.6124567474048442,0.1796875,0.07202216066481995,0.8842975206611571,0.863905325443787
0.376,0.282798833819242,0.053497942386831275,0.7889273356401384,0.6796875,0.6509695290858726,0.4297520661157025,0.05917159763313609
0.976,0.7113702623906706,0.3868312757201646,0.8477508650519031,0.4296875,0.4404432132963989,0.6115702479338843,0.4437869822485207
0.576,0.07871720116618076,0.720164609053498,0.031141868512110725,0.9296875,0.2299168975069252,0.5206611570247934,0.6745562130177515
0.096,0.36443148688046645,0.1646090534979424,0.6782006920415224,0.1171875,0.3878116343490305,0.7933884297520661,0.21301775147928995
0.696,0.9358600583090378,0.49794238683127573,0.5017301038062284,0.6171875,0.5457063711911357,0.0015026296018031556,0.5207100591715976
0.296,0.5072886297376094,0.831275720164609,0.38408304498269896,0.3671875,0.8614958448753463,0.18332081141998496,0.13609467455621302
0.896,0.793002915451895,0.2757201646090535,0.9134948096885813,0.8671875,0.1772853185595568,0.09241172051089407,0.5976331360946746
0.496,0.22157434402332363,0.6090534979423868,0.7370242214532872,0.2421875,0.9667590027700831,0.6378662659654395,0.9822485207100592
0.0048,0.6501457725947521,0.9423868312757202,0.4429065743944637,0.7421875,0.703601108033241,0.9105935386927122,0.28994082840236685
0.6048,0.119533527696793,0.09053497942386832,0.5605536332179931,0.4921875,0.4930747922437673,0.2742299023290759,0.8284023668639053
0.2048,0.40524781341107874,0.42386831275720166,0.972318339100346,0.9921875,0.9141274238227147,0.8196844477836214,0.3668639053254438
0.8048,0.9766763848396501,0.757201646090535,0.2664359861591695,0.00390625,0.8088642659279779,0.3651389932381668,0.7514792899408284
0.4048,0.5481049562682215,0.20164609053497942,0.32525951557093424,0.50390625,0.28254847645429365,0.5469571750563486,0.9053254437869822
0.1248,0.8338192419825073,0.5349794238683128,0.20761245674740483,0.25390625,0.33518005540166207,0.4560480841472577,0.023668639053254437
0.7248,0.26239067055393583,0.8683127572016461,0.08996539792387544,0.75390625,0.12465373961218837,0.7287753568745304,0.40828402366863903
0.3248,0.6909620991253644,0.31275720164609055,0.14878892733564014,0.12890625,0.5983379501385041,0.018031555221637866,0.6390532544378699
0.9248,0.037900874635568516,0.6460905349794238,0.6193771626297578,0.62890625,0.027700831024930747,0.19984973703981967,0.17751479289940827
0.5248,0.3236151603498542,0.9794238683127572,0.7958477508650519,0.37890625,0.7645429362880887,0.10894064613072878,0.48520710059171596
0.0448,0.8950437317784257,0.02880658436213992,0.8546712802768166,0.87890625,0.08033240997229917,0.6543951915852743,0.10059171597633136
0.6448,0.46647230320699706,0.36213991769547327,0.05536332179930796,0.06640625,0.6592797783933518,0.927122464312547,0.5621301775147929
0.2448,0.7521865889212828,0.6954732510288066,0.7024221453287197,0.56640625,0.4487534626038781,0.2907588279489106,0.9467455621301775
0.8448,0.18075801749271136,0.13991769547325103,0.5259515570934256,0.31640625,0.23822714681440443,0.836213373403456,0.25443786982248523
0.4448,0.60932944606414,0.4732510288065844,0.4083044982698962,0.81640625,0.3961218836565097,0.3816679188580015,0.7928994082840237
0.1648,0.09912536443148688,0.8065843621399177,0.9377162629757786,0.19140625,0.554016620498615,0.5634861006761833,0.33136094674556216
0.7648,0.3848396501457726,0.25102880658436216,0.7612456747404844,0.69140625,0.8698060941828255,0.47257700976709244,0.7159763313609467
0.3648,0.956268221574344,0.5843621399176955,0.4671280276816609,0.44140625,0.18559556786703602,0.7453042824943651,0.8698224852071006
0.9648,0.5276967930029155,0.9176954732510288,0.5847750865051903,0.94140625,0.9750692520775623,0.009767092411720512,0.05325443786982249
0.5648,0.8134110787172012,0.06584362139917696,0.9965397923875432,0.03515625,0.7119113573407202,0.19158527422990232,0.4378698224852071
0.0848,0.24198250728862974,0.3991769547325103,0.2906574394463668,0.53515625,0.5013850415512465,0.10067618332081142,0.6686390532544378
0.6848,0.6705539358600583,0.7325102880658436,0.3494809688581315,0.28515625,0.9224376731301939,0.6461307287753568,0.20710059171597633
0.2848,0.008746355685131196,0.17695473251028807,0.23183391003460208,0.78515625,0.817174515235457,0.9188580015026296,0.514792899408284
0.8848,0.2944606413994169,0.5102880658436214,0.11418685121107267,0.16015625,0.29085872576177285,0.28249436513899323,0.1301775147928994
0.4848,0.8658892128279884,0.8436213991769548,0.17301038062283736,0.66015625,0.34349030470914127,0.8279489105935387,0.591715976331361
0.0288,0.43731778425655976,0.2880658436213992,0.643598615916955,0.41015625,0.1329639889196676,0.37340345604808417,0.9763313609467456
0.6288,0.7230320699708455,0.6213991769547325,0.8200692041522492,0.91015625,0.6066481994459834,0.555221637866266,0.28402366863905326
0.2288,0.15160349854227406,0.9547325102880658,0.8788927335640139,0.09765625,0.0443213296398892,0.46431254695717505,0.8224852071005917
0.8288,0.5801749271137027,0.102880658436214,0.01384083044982699,0.59765625,0.7811634349030471,0.7370398196844478,0.3609467455621302
0.4288,0.04956268221574344,0.43621399176954734,0.6608996539792388,0.34765625,0.09695290858725762,0.059353869271224644,0.7455621301775148
0.1488,0.33527696793002915,0.7695473251028807,0.4844290657439446,0.84765625,0.6759002770083102,0.24117205108940645,0.8994082840236687
0.7488,0.9067055393586005,0.2139917695473251,0.36678200692041524,0.22265625,0.46537396121883656,0.15026296018031554,0.0650887573964497
0.3488,0.478134110787172,0.5473251028806584,0.8961937716262975,0.72265625,0.2548476454293629,0.695717505634861,0.44970414201183434
0.9488,0.7638483965014577,0.8806584362139918,0.7197231833910035,0.47265625,0.41274238227146814,0.9684447783621337,0.6804733727810651
0.5488,0.1924198250728863,0.32510288065843623,0.42560553633217996,0.97265625,0.5706371191135734,0.33208114199849736,0.21893491124260356
0.0688,0.6209912536443148,0.6584362139917695,0.5432525951557093,0.01953125,0.8864265927977839,0.8775356874530428,0.5266272189349113
0.6688,0.13119533527696792,0.9917695473251029,0.9550173010380623,0.51953125,0.20221606648199447,0.4229902329075883,0.14201183431952663
0.2688,0.41690962099125367,0.00823045267489712,0.2491349480968858,0.26953125,0.9916897506925207,0.6048084147257701,0.6035502958579881
0.8688,0.9883381924198251,0.34156378600823045,0.3079584775086505,0.76953125,0.7285318559556787,0.5138993238166792,0.9881656804733728
0.4688,0.5597667638483965,0.6748971193415638,0.1903114186851211,0.14453125,0.518005540166205,0.786626596543952,0.2958579881656805
0.1888,0.8454810495626822,0.11934156378600823,0.0726643598615917,0.64453125,0.9390581717451524,0.08414725770097671,0.834319526627219
0.7888,0.27405247813411077,0.45267489711934156,0.1314878892733564,0.39453125,0.8337950138504155,0.2659654395191585,0.3727810650887574
0.3888,0.7026239067055393,0.7860082304526749,0.6020761245674741,0.89453125,0.3074792243767313,0.1750563486100676,0.757396449704142
0.9888,0.06997084548104957,0.23045267489711935,0.7785467128027682,0.08203125,0.3601108033240997,0.7205108940646131,0.9112426035502958
0.5888,0.3556851311953353,0.5637860082304527,0.8373702422145328,0.58203125,0.14958448753462603,0.9932381667918858,0.002275830678197542
0.1088,0.9271137026239067,0.897119341563786,0.01730103806228374,0.33203125,0.6232686980609419,0.35687453042824946,0.38689121529358217
0.7088,0.49854227405247814,0.04526748971193416,0.6643598615916955,0.83203125,0.008310249307479225,0.9023290758827949,0.6176604460628129
0.3088,0.7842565597667639,0.3786008230452675,0.48788927335640137,0.20703125,0.7451523545706371,0.44778362133734034,0.1561219845243514
0.9088,0.21282798833819241,0.7119341563786008,0.370242214532872,0.70703125,0.060941828254847646,0.6296018031555222,0.4638142922166591
0.5088,0.641399416909621,0.15637860082304528,0.8996539792387543,0.45703125,0.6398891966759003,0.5386927122464312,0.07919890760127446
0.0128,0.11078717201166181,0.4897119341563786,0.7231833910034602,0.95703125,0.4293628808864266,0.8114199849737039,0.540737369139736
0.6128,0.3965014577259475,0.823045267489712,0.4290657439446367,0.05078125,0.2188365650969529,0.02629601803155522,0.9253527537551206
0.2128,0.967930029154519,0.2674897119341564,0.5467128027681661,0.55078125,0.3767313019390582,0.20811419984973703,0.23304506144742831
0.8128,0.5393586005830904,0.6008230452674898,0.9584775086505191,0.30078125,0.5346260387811634,0.11720510894064613,0.7715065999089668
0.4128,0.8250728862973761,0.934156378600823,0.25259515570934254,0.80078125,0.850415512465374,0.6626596543951916,0.30996813837050524
0.1328,0.2536443148688047,0.0823045267489712,0.31141868512110726,0.17578125,0.16620498614958448,0.9353869271224643,0.6945835229858899
0.7328,0.6822157434402333,0.4156378600823045,0.19377162629757785,0.67578125,0.9556786703601108,0.29902329075882794,0.8484296768320437
0.3328,0.029154518950437316,0.7489711934156379,0.07612456747404844,0.42578125,0.6925207756232687,0.8444778362133734,0.03186162949476559
0.9328,0.31486880466472306,0.1934156378600823,0.13494809688581316,0.92578125,0.481994459833795,0.3899323816679189,0.4164770141101502
0.5328,0.8862973760932945,0.5267489711934157,0.6055363321799307,0.11328125,0.9030470914127424,0.5717505634861006,0.647246244879381
0.0528,0.4577259475218659,0.8600823045267489,0.7820069204152249,0.61328125,0.7977839335180056,0.48084147257700977,0.18570778334091945
0.6528,0.7434402332361516,0.3045267489711934,0.8408304498269896,0.36328125,0.27146814404432135,0.7535687453042825,0.49340009103322713
0.2528,0.17201166180758018,0.6378600823045267,0.010380622837370242,0.86328125,0.32409972299168976,0.07588279489105935,0.10878470641784252
0.8528,0.6005830903790087,0.9711934156378601,0.657439446366782,0.23828125,0.11357340720221606,0.2577009767092412,0.570323167956304
0.4528,0.09037900874635568,0.0205761316872428,0.4809688581314879,0.73828125,0.5872576177285319,0.16679188580015025,0.9549385525716887
0.1728,0.3760932944606414,0.35390946502057613,0.3633217993079585,0.48828125,0.04986149584487535,0.7122464312546957,0.26263086026399635
0.7728,0.9475218658892128,0.6872427983539094,0.8927335640138409,0.98828125,0.7867036011080333,0.9849737039819685,0.8010923987255348
0.3728,0.5189504373177842,0.13168724279835392,0.7162629757785467,0.01171875,0.10249307479224377,0.3486100676183321,0.3395539371870733
0.9728,0.8046647230320699,0.46502057613168724,0.42214532871972316,0.51171875,0.6814404432132964,0.8940646130728775,0.7241693218024579
0.5728,0.23323615160349853,0.7983539094650206,0.5397923875432526,0.26171875,0.4709141274238227,0.439519158527423,0.8780154756486117
0.0928,0.6618075801749271,0.24279835390946503,0.9515570934256056,0.76171875,0.26038781163434904,0.6213373403456048,0.04961310878470642
0.6928,0.014577259475218658,0.5761316872427984,0.24567474048442905,0.13671875,0.4182825484764543,0.5304282494365139,0.434228493400091
0.2928,0.30029154518950435,0.9094650205761317,0.3044982698961938,0.63671875,0.5761772853185596,0.8031555221637866,0.6649977241693218
0.8928,0.8717201166180758,0.05761316872427984,0.18685121107266436,0.38671875,0.8919667590027701,0.03456048084147258,0.20345926263086025
0.4928,0.44314868804664725,0.39094650205761317,0.06920415224913495,0.88671875,0.2077562326869806,0.21637866265965439,0.5111515703231679
0.0368,0.7288629737609329,0.7242798353909465,0.12802768166089964,0.07421875,0.997229916897507,0.12546957175056347,0.12653618570778333
0.6368,0.15743440233236153,0.16872427983539096,0.5986159169550173,0.57421875,0.7340720221606648,0.6709241172051089,0.5880746472462449
0.2368,0.5860058309037901,0.5020576131687243,0.7750865051903114,0.32421875,0.5235457063711911,0.9436513899323816,0.9726900318616295
0.8368,0.05539358600583091,0.8353909465020576,0.8339100346020761,0.82421875,0.9445983379501385,0.3072877535687453,0.2803823395539372
0.4368,0.34110787172011664,0.27983539094650206,0.0034602076124567475,0.19921875,0.8393351800554016,0.8527422990232908,0.8188438780154756
0.1568,0.9125364431486881,0.6131687242798354,0.6505190311418685,0.69921875,0.31301939058171746,0.3981968444778362,0.35730541647701414
0.7568,0.4839650145772595,0.9465020576131687,0.4740484429065744,0.44921875,0.3656509695290859,0.580015026296018,0.7419208010923988
0.3568,0.7696793002915452,0.09465020576131687,0.356401384083045,0.94921875,0.15512465373961218,0.48910593538692715,0.8957669549385525
0.9568,0.19825072886297376,0.4279835390946502,0.8858131487889274,0.04296875,0.628808864265928,0.7618332081141999,0.014110150204824761
0.5568,0.6268221574344023,0.7613168724279835,0.7093425605536332,0.54296875,0.036011080332409975,0.05108940646130729,0.3987255348202094
0.0768,0.13702623906705538,0.205761316872428,0.41522491349480967,0.29296875,0.7728531855955678,0.2329075882794891,0.6294947655894402
0.6768,0.4227405247813411,0.5390946502057613,0.532871972318339,0.79296875,0.0886426592797784,0.14199849737039819,0.1679563040509786
0.2768,0.9941690962099126,0.8724279835390947,0.9446366782006921,0.16796875,0.667590027700831,0.6874530428249437,0.4756486117432863
0.8768,0.565597667638484,0.3168724279835391,0.23875432525951557,0.66796875,0.45706371191135736,0.9601803155522164,0.09103322712790168
0.4768,0.8513119533527697,0.6502057613168725,0.2975778546712803,0.41796875,0.24653739612188366,0.32381667918858004,0.5525716886663632
0.1968,0.27988338192419826,0.9835390946502057,0.17993079584775087,0.91796875,0.40443213296398894,0.8692712246431255,0.9371870732817479
0.7968,0.7084548104956269,0.03292181069958848,0.06228373702422145,0.10546875,0.5623268698060941,0.4147257700976709,0.24487938097405554
0.3968,0.07580174927113703,0.3662551440329218,0.12110726643598616,0.60546875,0.8781163434903048,0.5965439519158527,0.783340919435594
0.9968,0.36151603498542273,0.6995884773662552,0.5916955017301038,0.35546875,0.19390581717451524,0.5056348610067618,0.32180245789713247
